Suno ID,Title,Lyrics,Style,Audio Filename,Primary Mood,Duration,BPM,Key,Scale,Loudness,Mood Tags,Rhythm Density,Percussive Shape,Energy Level,groove,Phrase Length,Album Artist,Grouping,Genre,Album/EP,Year,Composer,Artist,Has Cover,Mood Coverage,Focus Category,coord_x,coord_y,energy_norm,brightness_norm,mood_1,mood_2,mood_3,mood_confidence,mood_1_color,last_updated
76,Empty Hall Echo,,,empty_hall_echo.flac,"Cinematic, Dreamy, Energetic, Hopeful, Nostalgic",93.11,112,Ab,major,1535.93,Hopeful,0,1.528,56987.37,High,23.28,Max,Echo,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.5838,0.1215,0.1215,0.5838,Sad,Balanced,Fantastical,0.5716,#26d0d8,2026-03-25
77,Empty Hall Echo S01,,,empty_hall_echo_s01.flac,"Cinematic, Intimate, Melancholy, Nostalgic, Tense",93.11,112,Ab,major,1535.97,Hopeful,0,1.528,56989.68,High,23.28,Max,Echo,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.5838,0.1243,0.1243,0.5838,Sad,Balanced,Fantastical,0.5584,#26d0d8,2026-03-25
78,Ending Before the Start,,,ending_before_the_start.flac,,170.2,110,D,minor,2391.87,Dreamy,0,1.895,110380.34,Mid,42.55,StudioRich,Endless Loop,"ambient, electronic, experimental",Run Loop,2025,,StudioRich,No,1,Sleep,0.5726,0.5014,0.5014,0.5726,Introspective,Ethereal,Yearning,0.246,#26aad8,2026-03-25
79,Ending Before the Start S1,,,ending_before_the_start_s01.flac,,195.48,110,E,minor,1802.55,Dreamy,0,2.025,72365.8,Mid,48.87,StudioRich,Endless Loop,"ambient, electronic, experimental",Run Loop,2025,,StudioRich,No,1,Sleep,0.5726,0.2388,0.2388,0.5726,Balanced,Fantastical,Luminescent,0.0274,#3ad826,2026-03-25
80,Etheric Bloom,,,etheric_bloom.flac,,240,162,D,minor,6286.57,"Aggressive, Energetic",0,1.872,466953.5,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,2,Deep Focus,0.9427,0.9763,0.9763,0.9427,Untroubled,Proleptic,At Ease,0.0428,#75d826,2026-03-25
81,Everything At Once,,,everything_at_once.flac,,231.39,84,G,major,3034.74,Chill,0,0.727,157469.23,Low,57.85,StudioRich,Emotional Blur,"experimental, jungle, r&b",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.2095,0.7081,0.7081,0.2095,Futuristic,Hypnotic,Cinematic,0.5816,#d826be,2026-03-25
82,Everything At Once S1,,,everything_at_once_s01.flac,,192.36,80,Eb,minor,3222.7,Melancholy,0,0.381,172245.72,Low,48.09,StudioRich,Emotional Blur,"experimental, jungle, r&b",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.1061,0.7472,0.7472,0.1061,Unfolding,Weightless,Eerie,0.5141,#9126d8,2026-03-25
83,Fade Out Glow S01,,,fade_out_glow_s01.flac,"Chill, Comforting, Dreamy, Intimate, Nostalgic",110.08,85,C#,major,2259.44,Chill,0,1.913,101384.23,Mid,27.52,Lucas,Legacy,"chillhop, downtempo, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.2612,0.4427,0.4427,0.2612,Liminal,Serein,Remorseful,0.2879,#2643d8,2026-03-25
84,Fade Out Glow S02,,,fade_out_glow_s02.flac,"Chill, Gritty, Melancholy, Tense",119.36,80,B,minor,1430.09,"Dreamy, Melancholy, Nostalgic",0,0.33,51226.65,Low,29.84,Lucas,Legacy,"chillhop, downtempo, lo-filo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.1061,0.0656,0.0656,0.1061,Vulnerable,Speculative,Remorseful,0.209,#2679d8,2026-03-25
85,Fade Out Glow S03,,,fade_out_glow_s03.flac,"Chill, Dreamy, Intimate, Nostalgic, Weightless",147.72,80,Eb,minor,2847.93,"Dreamy, Melancholy, Nostalgic",0,-1.63,143223.03,Low,36.93,Lucas,Legacy,"chillhop, downtempo, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.1061,0.6466,0.6466,0.1061,Uncanny,Weightless,Transcendent,0.3183,#26d8b5,2026-03-25
86,Fade Out Glow S04,,,fade_out_glow_s04.flac,"Chill, Gritty, Intimate, Nostalgic",145.88,81,Eb,minor,2415.44,"Dreamy, Melancholy, Nostalgic",0,-1.684,112007.79,Low,36.47,Lucas,Legacy,"chillhop, downtempo, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.155,0.5154,0.5154,0.155,Gentle,Whimsical,Clinical,0.9231,#70d826,2026-03-25
87,Faint Return,,,faint_return.flac,,137.81,88,F#,major,1952.63,Chill,0,0.948,81540.22,Mid,34.45,StudioRich,Echo Blur,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3869,0.3031,0.3031,0.3869,Experimental,Balanced,Remorseful,0.0187,#8626d8,2026-03-25
88,Faint Return S01,,,faint_return_s01.flac,,226.12,87,B,minor,6980.34,"Dreamy, Nostalgic",0,1.977,545919.69,Mid,56.53,StudioRich,Echo Blur,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.993,0.993,0.3408,Paranoid,Peaceful,Uneasy,0.0324,#26d6d8,2026-03-25
89,Fast Crush,,,fast_crush.flac,,195.05,80,A,major,2989.13,Chill,0,1.737,153950.12,Low,48.76,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.6997,0.6997,0.1061,Weightless,Unfolding,Uncanny,0.0623,#263dd8,2026-03-25
90,Fast Crush S01,,,fast_crush_s01.flac,,144.55,162,G,major,1820.81,"Aggressive, Energetic",0,1.074,73462.58,High,36.14,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.2416,0.2416,0.9427,Disoriented,Elusive,Subdued,0.2924,#26d8cb,2026-03-25
91,Faster Than Goodbye,,,faster_than_goodbye.flac,,256.43,130,Eb,minor,4329.01,Tense,0,-5,267575.44,High,64.11,StudioRich,Everything Speeds Up,"ambient, electronic, hip-hop",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.7891,0.8785,0.8785,0.7891,Untroubled,Esoteric,Adventurous,0.4588,#75d826,2026-03-25
92,Faster Than Goodbye S1,,,faster_than_goodbye_s01.flac,,172.88,98,C,major,3780.71,Playful,0,-2.074,218605.5,Mid,43.22,StudioRich,Everything Speeds Up,"ambient, electronic, hip-hop",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.5126,0.8254,0.8254,0.5126,Tense,Edgy,Connected,0.3048,#d83626,2026-03-25
93,Feather Circuit,,,feather_circuit.flac,,206.22,85,Eb,minor,4199.8,"Dreamy, Melancholy, Nostalgic",0,2.222,255742.75,Low,51.55,StudioRich,Echo Blur,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.2612,0.8589,0.8589,0.2612,Paranoid,Despondent,Uneasy,0.1319,#26d6d8,2026-03-25
94,Feather Circuit S01,,,feather_circuit_s01.flac,,139.77,80,C#,major,1886.34,Chill,0,1.992,77443.7,Low,34.94,StudioRich,Echo Blur,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.2751,0.2751,0.1061,Vulnerable,Speculative,Magical,0.5258,#2679d8,2026-03-25
95,Final Loop Memory,,,final_loop_memory.flac,,152.83,88,C#,major,2310.17,Chill,0,1.59,104800.74,Mid,38.21,StudioRich,Endless Loop,"ambient, experimental",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.3869,0.4679,0.4679,0.3869,Anchored,Haunting,Centered,0.2475,#26d84e,2026-03-25
96,Final Loop Memory S1,,,final_loop_memory_s01.flac,,212.92,100,Ab,major,2793.83,"Hopeful, Playful",0,1.791,139181.58,Mid,53.23,StudioRich,Endless Loop,"ambient, experimental",Run Loop,2025,,StudioRich,No,2,Light Concentration,0.5251,0.6299,0.6299,0.5251,Prospective,Lush,Concrete,0.7631,#9626d8,2026-03-25
97,Flicker At Dusk,,,flicker_at_duMAPBOX_SECRET_TOKEN_REMOVED,"Chill, Comforting, Dreamy, Hopeful, Nostalgic",142.38,85,E,major,2250.18,Chill,0,1.16,100764.88,Low,35.59,Eleven,Primer,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.2612,0.4399,0.4399,0.2612,Liminal,Serein,Remorseful,0.2276,#2643d8,2026-03-25
98,Flicker of Her Voice,,,flicker_of_her_voice.flac,,187.2,134,D,major,2481.27,,0.002,1.797,116594.2,High,46.8,StudioRich,Endless Loop,"ambient, minimalist",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.8031,0.5489,0.5489,0.8031,Somber,Nurturing,Languid,0.2112,#265ed8,2026-03-25
99,Flicker of Her Voice S1,,,flicker_of_her_voice_s01.flac,,210.24,124,C#,major,1328.05,,0.002,1.764,45868.68,High,52.56,StudioRich,Endless Loop,"ambient, minimalist",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.743,0.0461,0.0461,0.743,Sad,Disoriented,Subdued,0.4564,#26d0d8,2026-03-25
100,Float Collapse,,,float_collapse.flac,"Chill, Comforting, Dreamy, Haunting, Nostalgic",114.28,84,Ab,minor,1581.71,"Dreamy, Melancholy, Nostalgic",0,1.131,59541.2,Low,28.57,Max,Break,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2095,0.1411,0.1411,0.2095,Vulnerable,Remorseful,Speculative,0.1354,#2679d8,2026-03-25
101,Float Collapse S01,,,float_collapse_s01.flac,"Chill, Dreamy, Gritty, Melancholy, Tense",114.28,84,Ab,minor,1581.74,"Dreamy, Melancholy, Nostalgic",0,1.131,59542.66,Low,28.57,Max,Break,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2095,0.1439,0.1439,0.2095,Vulnerable,Remorseful,Speculative,0.1366,#2679d8,2026-03-25
102,Float Trigger,,,float_trigger.flac,,137.96,85,E,major,2791.24,Chill,0,-0.181,138989.47,Mid,34.49,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.6271,0.6271,0.2612,Disorienting,Atmospheric,Provocative,0.4823,#6026d8,2026-03-25
103,Float Trigger S01,,,float_trigger_s01.flac,,155.28,86,C,major,2269.49,Chill,0,1.328,102058.16,Mid,38.82,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3045,0.4511,0.4511,0.3045,Serein,Liminal,Remorseful,0.8847,#2674d8,2026-03-25
104,Floating Through Her Street,,,floating_through_her_street.flac,,116,166,Ab,minor,1450.35,"Aggressive, Energetic",0,0.554,52313.55,High,29,StudioRich,Weightless Drift,"ambient, downtempo",Run Loop,2025,,StudioRich,No,2,Deep Focus,0.9679,0.074,0.074,0.9679,Disoriented,Elusive,Subdued,0.1061,#26d8cb,2026-03-25
105,Floating Through Her Street S1,,,floating_through_her_street_s01.flac,,181.96,90,F#,minor,2405.35,"Dreamy, Nostalgic",0,-0.28,111309.98,Mid,45.49,StudioRich,Weightless Drift,"ambient, downtempo",Run Loop,2025,,StudioRich,No,2,Sleep,0.4455,0.5098,0.5098,0.4455,Apprehensive,Centered,Anchored,0.2633,#26d884,2026-03-25
106,Flora Static,,,flora_static.flac,,240,120,E,minor,4039.08,,0,-0.993,241274.27,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.6788,0.8478,0.8478,0.6788,Esoteric,Adventurous,Untroubled,0.7159,#d826c9,2026-03-25
107,Forest Rhythms,,,forest_rhythms.flac,,98.73,83,E,minor,1835.27,"Dreamy, Melancholy, Nostalgic",0.002,0.939,74335.23,Low,24.68,Max,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.1802,0.2528,0.2528,0.1802,Vulnerable,Remorseful,Speculative,0.3892,#2679d8,2026-03-25
108,Fourth Period Fog,,,fourth_period_fog.flac,"Chill, Dreamy, Intimate, Nostalgic",101,94,C#,major,1731.39,Playful,0,1.059,68143.8,Mid,25.25,Max,Weight,"dream pop, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.4958,0.1997,0.1997,0.4958,Balanced,Sad,Experimental,0.0521,#3ad826,2026-03-25
109,Fourth Period Fog S01,,,fourth_period_fog_s01.flac,"Chill, Dreamy, Hopeful, Melancholy, Weightless",143.29,124,C#,major,2773.47,,0,1.624,137670.73,High,35.82,Max,Weight,"dream pop, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,0,Deep Focus,0.743,0.6243,0.6243,0.743,Novel,Glitchy,Mesmerizing,0.2352,#2632d8,2026-03-25
110,Fracture Point Break S01,,,fracture_point_break_s01.flac,"Cinematic, Dreamy, Gritty, Tense",129.44,152,F#,major,1656.55,Aggressive,0,0.367,63794.56,High,32.36,Max,Break,"experimental, glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.9162,0.1606,0.1606,0.9162,Disoriented,Elusive,Subdued,0.1935,#26d8cb,2026-03-25
111,Fracture Point Break S02,,,fracture_point_break_s02.flac,"Chill, Comforting, Dreamy, Hopeful, Intimate, Lonely",149.92,80,Bb,major,1844,Chill,0,0.343,74863.2,Low,37.48,Max,Break,"experimental, glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.1061,0.2584,0.2584,0.1061,Vulnerable,Speculative,Magical,0.4756,#2679d8,2026-03-25
112,Fracture Point Break S03,,,fracture_point_break_s03.flac,"Intimate, Melancholy, Nostalgic",131.08,74,D,major,2383.76,Chill,0,-0.126,109822.45,Low,32.77,Max,Break,"glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0237,0.4958,0.4958,0.0237,Disquieted,Abstract,Timeless,0.7559,#26d869,2026-03-25
113,Fracture Point Break S04,,,fracture_point_break_s04.flac,"Dreamy, Gritty, Intimate, Melancholy, Nostalgic",174.88,88,F,minor,2499.09,"Dreamy, Nostalgic",0,-0.19,117846.38,Mid,43.72,Max,Break,"glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.3869,0.5545,0.5545,0.3869,Centered,Resigned,Calm,0.2633,#26d853,2026-03-25
114,Fracture Point Break S05,,,fracture_point_break_s05.flac,"Dreamy, Melancholy, Nostalgic, Weightless",148.08,152,C,minor,2914.32,Aggressive,0,0.369,148234.97,High,37.02,Max,Break,"experimental, glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.9162,0.6662,0.6662,0.9162,Dreamy,Angry,Wonder,0.0963,#2648d8,2026-03-25
115,Fracture Point Break S06,,,fracture_point_break_s06.flac,"Chill, Dreamy, Gritty, Lonely, Melancholy",139.98,75,Eb,major,2517.3,Chill,0,1.178,119130.17,Low,34.99,Max,Break,"experimental, glitch-fusion, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0265,0.5628,0.5628,0.0265,Disquieted,Timeless,Intimate,0.1655,#26d869,2026-03-25
116,Ghost Loop,,,ghost_loop.flac,,276.21,135,C,major,2331.67,,0.029,2.01,106259.69,High,69.05,StudioRich,Weightless Drift,"ambient, experimental",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.8101,0.4763,0.4763,0.8101,Languid,Somber,Nurturing,0.0344,#26afd8,2026-03-25
117,Ghost Loop S1,,,ghost_loop_s01.flac,,339.93,120,B,minor,2827.55,Tense,0.01,1.954,141696.53,High,84.98,StudioRich,Weightless Drift,"ambient, experimental",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.6788,0.6383,0.6383,0.6788,Cosmic,Buoyant,Mesmerizing,0.6596,#7b26d8,2026-03-25
118,Ghost Train To Hawkins,,,ghost_train_to_hawkins.flac,"Chill, Cinematic, Dreamy, Gritty, Nostalgic",121.71,143,F,major,2268.37,Aggressive,0,1.102,101983.39,High,30.43,Eleven,Primer,"chillhop, downtempo, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8575,0.4483,0.4483,0.8575,Languid,Heartfelt,Somber,0.3626,#26afd8,2026-03-25
119,Ghostbusters Groove,,,ghostbusters_groove.flac,,165.66,146,A,minor,2888.54,Aggressive,0.001,1.053,146281.92,High,41.41,Eleven,Bonds & Bikes,"ambient, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.8785,0.655,0.655,0.8785,Intense,Underground,Dreamlike,0.7692,#d84c26,2026-03-25
120,Ghostbusters Groove S01,,,ghostbusters_groove_s01.flac,,185.38,114,D,minor,2047.99,,0.001,0.042,87555.09,High,46.34,Eleven,Bonds & Bikes,"ambient, cinematic, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.5964,0.3645,0.3645,0.5964,Fantastical,Luminescent,Playful,0.3843,#5a26d8,2026-03-25
121,Ghosted Messages,,,ghosted_messages.flac,,120.28,80,F#,minor,1922.09,Melancholy,0,1.236,79644.4,Low,30.07,StudioRich,Everything Speeds Up,"r&b, trap",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.1061,0.2863,0.2863,0.1061,Vulnerable,Speculative,Magical,0.5623,#2679d8,2026-03-25
122,Ghosted Messages S1,,,ghosted_messages_s01.flac,,114.59,93,F#,major,1610.29,Playful,0,0.276,61153.6,Mid,28.65,StudioRich,Everything Speeds Up,"r&b, trap",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.4832,0.1494,0.1494,0.4832,Sad,Balanced,Experimental,0.3323,#26d0d8,2026-03-25
123,Glass Drift,,,glass_drift.flac,,144.58,90,Bb,major,1302.19,Chill,0,1.368,44541.84,Mid,36.15,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.4455,0.0377,0.0377,0.4455,Sad,Balanced,Remorseful,0.6863,#26d0d8,2026-03-25
124,Glass Drift S01,,,glass_drift_s01.flac,,213.18,85,D,major,4555.87,Chill,0,2.132,288771.16,Low,53.3,StudioRich,Opening Air,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.8953,0.8953,0.2612,Paranoid,Despondent,Uneasy,0.0574,#26d6d8,2026-03-25
125,Glass Transit,,,glass_transit.flac,,133.07,72,E,minor,2930.52,Melancholy,0,1.661,149466.59,Low,33.27,StudioRich,Memory in Motion,"experimental, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.0182,0.6746,0.6746,0.0182,Intimate,Soothing,Radiant,0.4412,#d2d826,2026-03-25
126,Glass Transit S01,,,glass_transit_s01.flac,,170.56,90,B,minor,2552.83,"Dreamy, Nostalgic",0,1.319,121648.69,Mid,42.64,StudioRich,Memory in Motion,"experimental, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.4455,0.5712,0.5712,0.4455,Wrathful,Grounded,Apprehensive,0.8501,#d89d26,2026-03-25
127,Glide Memory,,,glide_memory.flac,,132.93,172,F#,major,2299,"Aggressive, Energetic",0.085,0.549,104045.41,High,33.23,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9832,0.4651,0.4651,0.9832,Heartfelt,Arcane,Elusive,0.1132,#bcd826,2026-03-25
128,Glide Memory S01,,,glide_memory_s01.flac,,162.83,80,F#,major,2659.76,Chill,0.021,1.394,129331.45,Low,40.71,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.5964,0.5964,0.1061,Incongruous,Deconstructed,Gracious,0.8964,#4526d8,2026-03-25
129,Glitchlove Again,,,glitchlove_again.flac,,194.96,128,C,minor,2544.76,Tense,0,1.226,121075.27,High,48.74,StudioRich,Emotional Blur,"avant-pop, electronic, experimental",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.7654,0.5684,0.5684,0.7654,Novel,Somber,Glitchy,0.3961,#2632d8,2026-03-25
130,Glitchlove Again S1,,,glitchlove_again_s01.flac,,166.43,150,F#,major,3524.65,Aggressive,0,-1.73,196880.89,High,41.61,StudioRich,Emotional Blur,"avant-pop, electronic, experimental",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8953,0.7947,0.7947,0.8953,Proleptic,At Ease,Dreamy,0.2834,#d826c3,2026-03-25
131,Glitchlove Elevator Break,,,glitchlove_elevator_break.flac,,265.16,87,Eb,minor,2344.09,"Dreamy, Nostalgic",0,1.036,107105.46,Mid,66.29,StudioRich,Everything Speeds Up,"drum & bass, electronic",Run Loop,2025,,StudioRich,No,2,Sleep,0.3408,0.4791,0.4791,0.3408,Haunting,Sheltered,Liminal,0.5478,#26d8ba,2026-03-25
132,Glitchlove Elevator Break S01,,,glitchlove_elevator_break_s01.flac,,271.24,86,F,minor,2927.17,"Dreamy, Nostalgic",0,-0.366,149211.73,Mid,67.81,StudioRich,Everything Speeds Up,"drum & bass, electronic",Run Loop,2025,,StudioRich,No,2,Sleep,0.3045,0.6718,0.6718,0.3045,Aggressive,Visionary,Observational,0.8141,#d87226,2026-03-25
133,Gravity Chord,,,gravity_chord.flac,,240,125,C,minor,4279.08,Tense,0,2.308,262981.62,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.7542,0.8729,0.8729,0.7542,Untroubled,Esoteric,Adventurous,0.3798,#75d826,2026-03-25
134,Half-Light Memory,,,half-light_memory.flac,"Chill, Dreamy, Hopeful, Melancholy, Nostalgic",164.52,142,B,major,2172.31,Aggressive,0,1.465,95605.14,High,41.13,Eleven,Primer,"ambient, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.852,0.4176,0.4176,0.852,Languid,Heartfelt,Somber,0.08,#26afd8,2026-03-25
135,Halo Fade,,,halo_fade.flac,,177.08,77,Eb,major,4665.29,Chill,0,-2.346,299183.66,Low,44.27,StudioRich,Opening Air,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.0391,0.9064,0.9064,0.0391,Soothing,Eerie,Unfolding,0.2412,#45d826,2026-03-25
136,Halo Fade S01,,,halo_fade_s01.flac,,178.71,150,G,major,3514.56,Aggressive,0,1.852,196040.09,High,44.68,StudioRich,Opening Air,"jungle, lo-fi, soul",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.8953,0.7919,0.7919,0.8953,Proleptic,At Ease,Dreamy,0.2953,#d826c3,2026-03-25
137,Headphones In,,,headphones_in.flac,"Chill, Gritty, Haunting, Hopeful, Tense",162.76,118,D,major,2103.75,Hopeful,0,1.283,91136.61,High,40.69,Max,Break,"ambient, chillwave, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6173,0.3757,0.3757,0.6173,Fantastical,Playful,Explosive,0.3621,#5a26d8,2026-03-25
138,Headphones In S01,,,headphones_in_s01.flac,"Chill, Dreamy, Gritty, Weightless",162.76,118,D,major,2103.73,Hopeful,0,1.283,91135.46,High,40.69,Max,Break,"ambient, chillwave, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6173,0.3729,0.3729,0.6173,Fantastical,Playful,Explosive,0.3576,#5a26d8,2026-03-25
139,Heartbeat Mosaic,,,heartbeat_mosaic.flac,,159.96,87,D,major,2462.92,Chill,0,0.307,115309.74,Mid,39.99,StudioRich,,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3408,0.5265,0.5265,0.3408,Resigned,Haunting,Exuberant,0.3482,#267fd8,2026-03-25
140,Heartbeat Mosaic S01,,,heartbeat_mosaic_s01.flac,,117.36,90,D,major,1988.61,Chill,0,0.799,83793.13,Mid,29.34,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.4455,0.3198,0.3198,0.4455,Balanced,Experimental,Luminescent,0.153,#3ad826,2026-03-25
141,Heartcode Failing,,,heartcode_failing.flac,,147.23,110,C,minor,1375.29,,0,-1.883,48325.08,High,36.81,StudioRich,Emotional Blur,"electronic, experimental pop",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.5726,0.0573,0.0573,0.5726,Sad,Balanced,Fantastical,0.8264,#26d0d8,2026-03-25
142,Heartcode Failing S01,,,heartcode_failing_s01.flac,,89.48,152,F,major,1220,Aggressive,0,-0.415,40411.81,High,22.37,StudioRich,Emotional Blur,"electronic, experimental pop",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.9162,0.0293,0.0293,0.9162,Disoriented,Elusive,Sad,0.1124,#26d8cb,2026-03-25
143,Hold The Shape,,,hold_the_shape.flac,,236.92,172,G,major,2797.95,"Aggressive, Energetic",0.001,-0.446,139487.83,High,59.23,StudioRich,Endless Loop,"ambient, jungle",Run Loop,2025,,StudioRich,No,2,Deep Focus,0.9832,0.6327,0.6327,0.9832,Combative,Textural,Nostalgic,0.3508,#d87726,2026-03-25
144,Hold The Shape S1,,,hold_the_shape_s01.flac,,73.08,150,E,major,437.76,Aggressive,0,1.785,8752.77,High,18.27,StudioRich,Endless Loop,"ambient, jungle",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8953,0.0042,0.0042,0.8953,Sad,Disoriented,Elusive,0.0061,#26d0d8,2026-03-25
145,Hollow Frequency,,,hollow_frequency.flac,,160,120,D,major,2131.09,,0,2.083,92910.11,High,40,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,0,Deep Focus,0.6788,0.3925,0.3925,0.6788,Playful,Complacent,Restless,0.0914,#d8c326,2026-03-25
146,Hollow Frequency S01,,,hollow_frequency_s01.flac,,167.93,80,C,major,1940.73,Chill,0,1.381,80799.89,Low,41.98,StudioRich,Echo Blur,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.2975,0.2975,0.1061,Vulnerable,Speculative,Magical,0.5993,#2679d8,2026-03-25
147,Hoppers Cabin Glow,,,hoppers_cabin_glow.flac,,156.48,107,F,major,1479.58,"Hopeful, Playful",0,1.993,53895.38,Mid,39.12,Eleven,Forest Light,"cinematic, lo-fi, melancholy",Stranger Vibes,2025,,StudioRich,No,2,Light Concentration,0.5601,0.0964,0.0964,0.5601,Sad,Balanced,Fantastical,0.6879,#26d0d8,2026-03-25
148,Hoppers Cabin Glow S01,,,hoppers_cabin_glow_s01.flac,,133.47,120,G,minor,1800.58,Tense,0,-1.817,72248,High,33.37,Eleven,Forest Light,"cinematic, lo-fi, melancholy",Stranger Vibes,2025,,StudioRich,No,1,Deep Focus,0.6788,0.2304,0.2304,0.6788,Fantastical,Playful,Balanced,0.1069,#5a26d8,2026-03-25
149,Horizon Echo,,,horizon_echo.flac,,240,120,Eb,minor,4964.59,,0,1.166,328279.47,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.6788,0.9288,0.9288,0.6788,Esoteric,Belligerent,Adventurous,0.1619,#d826c9,2026-03-25
150,Infinite Vistas,,,infinite_vistas.flac,,240,120,C,minor,4832.56,,0,2,315335.28,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.6788,0.9204,0.9204,0.6788,Esoteric,Belligerent,Adventurous,0.2729,#d826c9,2026-03-25
